question,answer,topic,source_file
How to diagnose Shingles ?,"A typical shingles case is easy to diagnose. A healthcare provider might suspect shingles if - the rash is only on one side of the body - the rash erupts along one of the many nerve paths, called dermatomes, that stem from the spine. the rash is only on one side of the body the rash erupts along one of the many nerve paths, called dermatomes, that stem from the spine. A healthcare provider usually confirms a diagnosis of shingles if the person also - reports a sharp, burning pain - has had chickenpox - has blisters that look like chickenpox - is elderly. reports a sharp, burning pain has had chickenpox has blisters that look like chickenpox is elderly. Other symptoms of shingles can include - fever - headache - chills - upset stomach. fever headache chills upset stomach. Some people go to their healthcare provider because of burning, painful, itchy sensations on one area of skin, but they don't get a rash. If there is no rash, the symptoms can be difficult to diagnose because they can be mistaken for numerous other diseases. In cases where there is no rash or the diagnosis is questionable, healthcare providers can do a blood test. If there is a rash, but it does not resemble the usual shingles outbreak, a healthcare provider can examine skin scrapings from the sores.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000062.xml
What are the complications of Shingles ?,"The most common complication of shingles is pain -- a condition called post-herpetic neuralgia (PHN). People with PHN have severe pain in the areas where they had the shingles rash, even after the rash clears up. In most patients, the pain usually clears up in a few weeks or months, but some people can have pain from PHN for years. Shingles may also lead to other serious complications. - Outbreaks that start on the face or eyes can cause vision or hearing problems. Even permanent blindness can result if the cornea of the eye is affected. - Bacterial infection of the open sores can lead to scarring. - In a very small number of cases, bacteria can cause more serious conditions, including toxic shock syndrome and necrotizing fasciitis, a severe infection that destroys the soft tissue under the skin. - The burning waves of pain, loss of sleep, and interference with even basic life activities can cause serious depression. - In patients with immune deficiency, the rash can be much more extensive than usual and the illness can be complicated by pneumonia. These cases are more serious, but they are rarely fatal. - Very rarely, shingles can also lead to pneumonia, brain inflammation (encephalitis), or death. Outbreaks that start on the face or eyes can cause vision or hearing problems. Even permanent blindness can result if the cornea of the eye is affected. Bacterial infection of the open sores can lead to scarring. In a very small number of cases, bacteria can cause more serious conditions, including toxic shock syndrome and necrotizing fasciitis, a severe infection that destroys the soft tissue under the skin. The burning waves of pain, loss of sleep, and interference with even basic life activities can cause serious depression. In patients with immune deficiency, the rash can be much more extensive than usual and the illness can be complicated by pneumonia. These cases are more serious, but they are rarely fatal. Very rarely, shingles can also lead to pneumonia, brain inflammation (encephalitis), or death.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000062.xml
What causes Shingles ?,"Shingles is caused by a virus called the varicella-zoster virus -- the one that gave you chickenpox when you were a child. As you recovered from chickenpox, the sores and other symptoms healed, but the virus remained. It is with you for life. Researchers know that the varicella-zoster virus behaves differently from other viruses, such as the flu virus. Our immune system usually kills off invading germs, but it cannot completely knock out this type of virus. The virus just becomes inactive. The virus can become active again, especially in the later years of your life when your immune system doesn't protect you as well from infections. The virus travels from the spinal nerve cells and follows a nerve path out to the skin. Nerve endings in the skin become inflamed and erupt in a very painful rash. Healthcare providers cannot always be sure what the trigger is in each case. They don't know why the virus reactivates in one person with these risk factors, while in another person with the same risk factors, it does not.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000062.xml
Who is at risk for Shingles? ?,"The leading risk factor for shingles is a history of having had chickenpox. One out of every five people who have had chickenpox is likely to get shingles. Another risk factor is aging. As we age, our natural immunity gradually loses its ability to protect against infection. The shingles virus can take advantage of this and become active again. Conditions that weaken the immune system can also put people at risk for shingles. Shingles is especially dangerous for anyone who has had cancer, radiation treatments for cancer, HIV/AIDS, or a transplant operation. Our immune system gradually loses strength as we mature. After people reach 50, the body is not able to fight off infections as easily as it once did.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000062.xml
What is (are) Shingles ?,"""A burning, tingly feeling is what I noticed first,"" said an elderly woman describing her symptoms. ""I looked in the mirror, and there was a rash on just one side of my back. Then the shooting pains started. Days later, I could hardly stand to have my clothes touching me. I thought maybe I had hives or poison ivy,"" she said, ""until I went to the doctor.""",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000062.xml
What are the symptoms of Shingles ?,"A week or two after the blisters erupt, the oozing sores will begin to crust over. The sores are usually gone after another two weeks. The pain usually decreases over the next few weeks, but some patients may have pain for months -- sometimes, for years.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000062.xml
How to prevent Shingles ?,"Yes. In May 2006, the U.S. Food and Drug Administration approved a vaccine to prevent shingles in people age 60 and older. The vaccine, called Zostavax, is designed to boost the immune system and protect older adults from getting shingles later on. Even if you have had shingles, you can still get the shingles vaccine to help prevent future occurrences of the disease. There is no maximum age for getting the vaccine, and only a single dose is recommended. The shingles vaccine is NOT recommended if you have active shingles or pain that continues after the rash is gone. (Watch the video to learn more about shingles treatments. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) The shingles vaccine is available in pharmacies and doctor's offices. Talk with your healthcare professional if you have questions about the vaccine. To learn more about the vaccine, see ""Zostavax: Questions and Answers.""",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000062.xml
What are the treatments for Shingles ?,"Treatment with antiviral medications can reduce the severity of the nerve damage and speed healing. But to be effective, they must be started as soon as possible after the rash appears. If you suspect you have shingles, see your healthcare provider within 72 hours of the first sign of the rash. At the early stage of shingles, a healthcare provider will usually prescribe antiviral pills. These antiviral medicines include acyclovir, valacyclovir, or famcyclovir, Your healthcare provider, may also prescribe drugs to relieve pain. Wet compresses, calamine lotion, and colloidal oatmeal baths may help relieve some of the itching. Patients with long-term pain may also be treated with numbing patches, tricyclic antidepressants, and gabapentin, an anti-seizure medication. The shingles vaccine is not recommended if you have active shingles or pain that continues after the rash is gone. While these treatments can reduce the symptoms of shingles, they are not a cure. The antivirals do weaken the virus and its effects, but the outbreak still tends to run its course. Good hygiene, including daily bathing, can help prevent bacterial infections. It is a good idea to keep fingernails clean and well-trimmed to reduce scratching.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000062.xml
What is (are) Skin Cancer ?,"Skin cancer is the most common type of cancer in the U.S. It occurs in more than a million people each year, including many older people. There are three main types of skin cancer: basal cell carcinoma, squamous cell carcinoma, and melanoma. Of the three, melanoma is the most serious. The Body's Largest Organ The skin is the body's largest organ. It has two main layers: the inner layer, called the dermis, and the outer layer, called the epidermis. The dermis contains sweat glands, nerves, hair follicles, and blood vessels. The epidermis forms the protective, waterproof layer of the skin. The very top of the epidermis, which is called the stratum corneum, is made up of dead cells that have moved their way up through the other layers. The epidermis, or outer layer, is made up of three types of living cells: - Squamous cells are flat and form the top layer of living cells. - Basal cells are round and lie directly under squamous cells. - Melanocytes are specialized skin cells that produce pigment called melanin. Squamous cells are flat and form the top layer of living cells. Basal cells are round and lie directly under squamous cells. Melanocytes are specialized skin cells that produce pigment called melanin. The melanin pigment produced by melanocytes gives skin its color. It also protects the skin from ultraviolet (UV) ray damage from the sun by absorbing and scattering the energy. People with more melanin have darker skin and better protection from UV light. People with lighter skin (less melanin) are more vulnerable to damage from UV light. How Tumors Form Normally, cells in the body grow, divide, and produce more cells as needed. But sometimes the process goes wrong -- cells become abnormal and multiply in an uncontrolled way. These extra cells form a mass of tissue, called a growth or tumor. Tumors can be relatively harmless (benign) or cancerous (malignant). A malignant tumor can spread, damage healthy tissue, and make a person ill. Skin cancer occurs when abnormal cells form and multiply in an uncontrolled way in the epidermis, or abnormal cells from the epidermis invade the dermis of the skin. Basal cell carcinoma, squamous cell carcinoma, and melanoma are skin cancers that are named for the epidermal cells from which they develop. Basal Cell and Squamous Cell Carcinoma Basal cell and squamous cell carcinomas are very common in both older and younger people and are rarely life-threatening. Melanoma is a less common, yet more serious, type of skin cancer. Basal cell and squamous cell carcinomas are often called non-melanoma skin cancers or keratinocyte cancers. Melanoma Melanoma results from the uncontrolled growth of melanocytes and can occur anywhere on the body where melanocytes are located, including the skin, eyes, mouth and gastrointestinal tract. Men tend to develop melanoma more often on the trunk (the area from the shoulders to the hips) or the head and neck. Women more often develop melanoma on the extremities (arms and legs). Melanoma is found most often in adults, but can occur in children and teenagers. Melanoma is the most serious and most aggressive (fastest growing) form of skin cancer. An estimated 76,690 new cases of melanoma will be diagnosed in 2013. Because it is difficult to adequately treat melanoma after it has spread, the disease is expected to claim the lives of approximately 9,480 Americans in 2013. Can Skin Cancer Be Treated? Most basal cell and squamous cell skin cancers can be cured if found and treated early. Melanoma can often be treated effectively if caught in time.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What causes Skin Cancer ?,"Scientists have been able to identify the causes and risk factors for skin cancer. A risk factor is anything that increases your chances of getting a disease. DNA Damage One of the main reasons that skin cancer develops is because DNA is damaged. DNA is the master molecule that controls and directs every cell in the body. Damage to DNA is one of the ways that cells lose control of growth and become cancerous. DNA mutations can also be inherited. Exposure to Ultraviolet Radiation Excess exposure to ultraviolet (UV) light can damage the DNA in skin cells and increase a person's risk for both melanoma and non-melanoma skin cancer. UV light is invisible radiation from the sun that can damage DNA. Skin cells are especially susceptible to DNA damage since they are frequently exposed to UV light. There are three types of UV radiation: A, B, and C. All three are dangerous and able to penetrate skin cells. UVA is the most common on earth, and is harmful to the skin. UVB is less common because some of it is absorbed by the ozone layer. It is less harmful than UVA, but can still cause damage. UVC is the least dangerous because although it can cause the most damage to the skin, almost all of the UVC rays are absorbed by the ozone layer. Sources of Ultraviolet Radiation UV radiation comes from the sun, sunlamps, tanning beds, or tanning booths. UV radiation is present even in cold weather or on a cloudy day. A person's risk of skin cancer is related to lifetime exposure to UV radiation. Most skin cancer appears after age 50, but the sun damages the skin from an early age. The body has systems to repair DNA and control some mutations, but not all of them. The risk of cancer increases as we age because sometimes cancer is caused by many mutations accumulating over time. Role of the Immune System The body's immune system is also responsible for recognizing and killing abnormal cells before they become cancerous. As we get older, our immune systems are less able to fight infection and control cell growth. People whose immune system is weakened by certain other cancers, medications, or by HIV are at an increased risk of developing skin cancer. Basal Cell and Squamous Cell Carcinoma Besides risk factors that increase a person's chance of getting any type of skin cancer, there are risk factors that are specific to basal cell carcinoma and squamous cell carcinoma, the non-melanoma skin cancers. These risk factors include - scars or burns on the skin - chronic skin inflammation or skin ulcers - infection with certain human papilloma viruses - exposure to arsenic at work - radiation therapy - diseases that make the skin sensitive to the sun, such as xeroderma pigmentosum, albinism, and basal cell nevus syndrome - medical conditions or drugs that suppress the immune system - personal history of one or more skin cancers - family history of skin cancer - certain diseases of the skin, including actinic keratosis and Bowen's disease. scars or burns on the skin chronic skin inflammation or skin ulcers infection with certain human papilloma viruses exposure to arsenic at work radiation therapy diseases that make the skin sensitive to the sun, such as xeroderma pigmentosum, albinism, and basal cell nevus syndrome medical conditions or drugs that suppress the immune system personal history of one or more skin cancers family history of skin cancer certain diseases of the skin, including actinic keratosis and Bowen's disease. Someone who has one or more of these risk factors has a greater chance of getting skin cancer than someone who does not have these risk factors. However, having these risk factors does not guarantee a person will get skin cancer. Many genetic and environmental factors play a role in causing cancer. Melanoma Melanoma is less common than non-melanoma skin cancers like basal cell carcinoma and squamous cell carcinoma, but it is more serious. The factors that increase a person's chance of getting melanoma are - severe, blistering sunburns earlier in life - unusual moles (normally benign clusters of melanocytes) - large quantity of ordinary moles (more than 50) - white or light-colored (fair) skin, especially with freckles. - blond or red hair - blue or green eyes - being older than 20 years of age. severe, blistering sunburns earlier in life unusual moles (normally benign clusters of melanocytes) large quantity of ordinary moles (more than 50) white or light-colored (fair) skin, especially with freckles. blond or red hair blue or green eyes being older than 20 years of age. Someone who has one or more of these risk factors has a greater chance of getting melanoma than someone who does not have these risk factors. However, having these risk factors does not guarantee a person will get cancer. Many genetic and environmental factors play a role in causing cancer. Reducing Your Risk While exposure to UV radiation is a major risk factor for cancer, skin cancer can occur anywhere on the skin, not just in sun-exposed areas. The best ways to reduce your risk of skin cancer are to - avoid outdoor activities during midday, when the sun's rays are strongest - wear protective clothing such as a wide-brimmed hat, long-sleeved shirt, and pants. avoid outdoor activities during midday, when the sun's rays are strongest wear protective clothing such as a wide-brimmed hat, long-sleeved shirt, and pants. Darker-colored clothing is more protective against the sun. For example, a white t-shirt, particularly if it gets wet, provides little resistance to UV rays. In addition, wearing sunglasses that wrap around the face or have large frames is a good way to shield the delicate skin around the eyes. Wear Sunscreen and Lipscreen When exposed to sunlight, you should always wear sunscreen and lipscreen. If possible, choose sunscreen and lipscreen labeled ""broad-spectrum"" (to protect against UVA and UVB rays). Your sunscreen should have an SPF, or sun protection rating, of at least 15. The SPF of a sunscreen is a measure of the time it takes to produce a sunburn in a person wearing sunscreen compared to the time it takes to produce a sunburn in a person not wearing sunscreen. This varies from person to person, so be sure to reapply sunscreen every 2-3 hours.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What are the symptoms of Skin Cancer ?,"Early Detection is Important When skin cancer is found early, it is more likely to be treated successfully. Therefore, it is important to know how to recognize the signs of skin cancer in order to improve the chances of early diagnosis. Most non-melanoma skin cancers (basal cell carcinoma and squamous cell carcinoma) can be cured if found and treated early. Skin Changes A change on the skin is the most common sign of skin cancer. This may be a new growth, a sore that doesn't heal, or a change in an old growth. Not all skin cancers look the same. Sometimes skin cancer is painful, but usually it is not. Checking your skin for new growths or other changes is a good idea. Keep in mind that changes are not a sure sign of skin cancer. Still, you should report any changes to your health care provider right away. You may need to see a dermatologist, a doctor who has special training in the diagnosis and treatment of skin problems. A Mole That is Bleeding Also see a doctor if a mole is bleeding or if more moles appear around the first one. Most of the time, these signs are not cancer. Sometimes, it is not even a mole. Still, it is important to check with a doctor so that any problems can be diagnosed and treated as early as possible. Don't ignore your symptoms because you think they are not important or because you believe they are normal for your age. Signs of Melanoma Melanoma skin cancer is more difficult to treat, so it is important to check for signs and seek treatment as soon as possible. Use the following ABCDE rule to remember the symptoms of melanoma. See a doctor if you have a mole, birthmark, or other pigmented area of skin with A = Asymmetry. One half of the mole looks different than the other half. (top left image) B = Border. The edges are often ragged, notched, or blurred in outline. The pigment may spread into the surrounding skin. (top right image) C = Color. The mole is more than one color. Shades of black, brown, and tan may be present. Areas of white, gray, red, pink, or blue may also be seen.(bottom left image) D = Diameter.There is a change in size, usually an increase. Melanomas can be tiny, but most are larger than the size of a pea (larger than 6 millimeters or about 1/4 inch). (bottom right image) E = Evolving. The mole has changed over the past few weeks or months.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
How to diagnose Skin Cancer ?,"What Happens During Screening? Checking for cancer in a person who does not have any symptoms is called screening. Screening can help diagnose skin problems before they have a chance to become cancerous. A doctor, usually a dermatologist, screens for skin cancer by performing a total-body skin examination. During a skin exam, the dermatologist or other health care professional looks for changes in the skin that could be skin cancer, and checks moles, birth marks, or pigmentation for the ABCD signs of melanoma. He or she is looking for abnormal size, color, shape, or texture of moles, and irregular patches of skin. Screening examinations are very likely to detect large numbers of benign skin conditions, which are very common in older people. Even experienced doctors have difficulty distinguishing between benign skin irregularities and early carcinomas or melanomas. To reduce the possibility of misdiagnosis, you might want to get a second opinion from another health professional. Self-Examinations You can also perform self-examinations to check for early signs of melanoma. Make sure to have someone else check your back and other hard to see areas. Do not attempt to shave off or cauterize (destroy with heat) any suspicious areas of skin. Risk Tool The National Cancer Institute developed a Melanoma Risk Tool which can help patients and their doctors determine their risk. The tool can be found at http://www.cancer.gov/melanomarisktool/. Performing a Biopsy In order to diagnose whether or not there is skin cancer, a mole or small piece of abnormal skin is usually removed. Then, a doctor will study the suspicious cells under a microscope or perform other tests on the skin sample. This procedure is called a biopsy. It is the only sure way to diagnose skin cancer. You may have the biopsy in a doctor's office or as an outpatient in a clinic or hospital. Where it is done depends on the size and place of the abnormal area on your skin. You may have local anesthesia, which means that you can be awake for the procedure. If Cancer Is Found If the biopsy shows you have cancer, tests might be done to find out if cancer cells have spread within the skin or to other parts of the body. Often the cancer cells spread to nearby tissues and then to the lymph nodes. Has the Cancer Spread? Lymph nodes are an important part of the body's immune system. Lymph nodes are masses of lymphatic tissue surrounded by connective tissue. Lymph nodes play a role in immune defense by filtering lymphatic fluid and storing white blood cells. Often in the case of melanomas, a surgeon performs a lymph node test by injecting either a radioactive substance or a blue dye (or both) near the skin tumor. Next, the surgeon uses a scanner to find the lymph nodes containing the radioactive substance or stained with the dye. The surgeon might then remove the nodes to check for the presence of cancer cells. If the doctor suspects that the tumor may have spread, the doctor might also use computed axial tomography (CAT scan or CT scan), or magnetic resonance imaging (MRI) to try to locate tumors in other parts of the body.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What are the treatments for Skin Cancer ?,"Many Treatment Options There are many treatment options for people with melanoma and non-melanoma skin cancer. The choice of treatment depends on your age and general health, the site of the cancer, the stage of the cancer, whether or not it has spread beyond the original site, and other factors. If tests show that you have cancer, you should talk with your doctor and make treatment decisions as soon as possible. Studies show that early treatment leads to better chances for successful outcomes. In some cases, all of the cancer is removed during the biopsy, and no further treatment is needed. For others, more treatment will be needed, and a doctor can explain all of the treatment options. Working With a Team of Specialists A person with skin cancer, particularly if it is melanoma, is often treated by a team of specialists. The team will keep the primary doctor informed about the patient's progress. The team may include a medical oncologist (a specialist in cancer treatment), a dermatologist (a specialist in skin problems), a surgeon, a radiation oncologist (a specialist in radiation therapy), and others. Before starting treatment, you may want another doctor to review the diagnosis and treatment plan. Some insurance companies require a second opinion. Others may pay for a second opinion if you request it. Plan Ahead for Doctor Visits When planning your skin cancer treatment, you may meet with many different health care providers, get lots of information, and have lots of questions. Plan ahead for doctor appointments by writing down your questions and bringing a paper and pen to take notes. Sometimes it also helps to bring a friend or family member to your doctor appointments so they can help you listen, take notes, ask questions, and give you support. Clinical Trials for Skin Cancer Some skin cancer patients take part in studies of new treatments. These studies, called clinical trials, are designed to find out whether a new treatment is safe, effective, and better than the current standard of care. Often, clinical trials compare a new treatment with a standard one so that doctors can learn which is more effective. Talk to your doctor if you are interested in taking part in a clinical trial. The U.S. National Institutes of Health, through its National Library of Medicine and other Institutes, maintains a database of clinical trials at ClinicalTrials.gov. - Click here to see a list of the current clinical trials on melanoma. - Click here to see a list of the current clinical trials on non-melanoma skin cancer. Click here to see a list of the current clinical trials on melanoma. Click here to see a list of the current clinical trials on non-melanoma skin cancer. A separate window will open. Click the ""x"" in the upper right hand corner of the ""Clinical Trials"" window to return here.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
what research (or clinical trials) is being done for Skin Cancer ?,"Many Areas of Research Scientists are constantly searching for new ways to detect skin cancer, assess risk, and predict patient outcomes. They are interested in finding new treatments and new ways to deliver drugs and radiation. As scientists get a better understanding of what causes skin cancer and what genetic and environmental factors play a role, they should be able to design new drugs to hinder the development of cancer. Clinical trials are designed to answer important questions and to find out whether new approaches are safe and effective. Research has already led to advances, such as photodynamic therapy, and researchers continue to search for better ways to prevent and treat skin cancer. Researching Techniques to Deliver Drugs One area that scientists are working on is development of techniques for delivering chemotherapy drugs directly to the area around the tumor, rather than sending the chemotherapy through the entire body. One of these techniques is called hyperthermic isolated limb perfusion. Hyperthermic isolated limb perfusion sends a warm solution containing anti-cancer drugs directly to the arm or leg in which the cancer is located. A tourniquet is used to temporarily cut off the blood flow while the chemotherapy drugs are injected directly into the limb. This allows the patient to receive a high dose of drugs only in the area where the cancer occurred. Genetic Research For basal cell carcinoma and squamous cell carcinoma, researchers are studying gene changes that may be risk factors for the disease. They also are comparing combinations of biological therapy and surgery to treat basal cell cancer. Discovering links between inherited genes, environmental factors, and skin cancer is another area of research that might provide scientists with insight they can use to screen people to determine their risk for the disease. Recently, scientists at the National Cancer Institute (NCI) found one genetic link that dramatically increases the chance of developing melanoma. Research on Melanoma Treatments Other studies are currently exploring new treatment options for melanoma. One recent study discovered a protein that may help block the development and spread of melanoma. This discovery could lead to a new treatment for melanoma patients in the future. Several other studies are examining the potential for using vaccines to treat melanoma. An Advance in Treating Melanoma In June of 2011, an important advance in treating melanoma was announced at an annual cancer meeting. A drug called ipilimumab was approved for treating the disease, and it works differently than traditional chemotherapy. It uses immunotherapy to help the immune system recognize and reject cancer cells. When its successful, immunotherapy can lead to complete reversal of even advanced disease. Some patients with stage IV metastatic disease who were treated in early immunotherapy trials after other therapies were unsuccessful are still in complete remission more than 20 years later. Vaccine Research Traditional vaccines are designed to prevent diseases in healthy people by teaching the body to recognize and attack a virus or bacteria it may encounter in the future. Cancer vaccines, however, are given to people who already have cancer. These vaccines stimulate the immune system to fight against cancer by stopping its growth, shrinking a tumor, or killing the cancer cells that were not killed by other forms of treatment. Developing a vaccine against a tumor such as melanoma is more complicated than developing a vaccine to fight a virus. Clinical trials are in progress at the National Cancer Institute and other institutions to test the effectiveness of treating stage III or stage IV melanoma patients with vaccines.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What is (are) Skin Cancer ?,"The body is made up of many types of cells. Normally, cells grow, divide, and produce more cells as needed to keep the body healthy. Sometimes, the process goes wrong. Cells become abnormal and form more cells in an uncontrolled way. These extra cells form a mass of tissue, called a growth or tumor. Tumors can be benign, which means not cancerous, or malignant, which means cancerous.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What is (are) Skin Cancer ?,"Skin cancer occurs when cancer cells form in the tissues of the skin. The skin is mainly made up of two layers: the inner layer, called the dermis, and the outer layer, called the epidermis. Within the epidermis, there are three types of cells; squamous cells, basal cells, and melanocytes. There are three types of skin cancer: basal cell carcinoma, squamous cell carcinoma, and melanoma. The types of cancer are named after the type of cells that are affected. Basal cell carcinoma and squamous cell carcinoma are very common, especially in older people. However, they are rarely life-threatening. Melanoma is a less common, yet more serious, type of cancer.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What is (are) Skin Cancer ?,"Basal cell carcinoma develops in the basal cells of the epidermis, the outer layer of the skin. It is the most common type of skin cancer in the United States, but it spreads slowly and is rarely life-threatening. Basal cell carcinoma occurs most often on parts of the body that have been exposed to the sun, such as the face, ears, neck, hands and legs. However, it can be found on any part of the body.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What is (are) Skin Cancer ?,"Squamous cell carcinoma develops in the squamous cells of the epidermis, the outer layer of the skin. It is much less common than basal cell carcinoma and is rarely life-threatening. Squamous cell carcinoma occurs most often on parts of the body that have been exposed to the sun, such as the face, ears, neck, hands and legs. However, it can be found on any part of the body.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What is (are) Skin Cancer ?,Melanoma is the fastest growing and most invasive type of skin cancer. This cancer arises from overgrowth of melanocytes. Melanocytes are specialized skin cells that produce a pigment called melanin.,7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What is (are) Skin Cancer ?,"When the cancer spreads from its original tumor location in the skin to another part of the body such as the brain, it is called metastatic skin cancer. It is not the same as a cancer that started in the brain (brain cancer). Doctors sometimes call this ""distant"" disease.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
Who is at risk for Skin Cancer? ?,"Skin cancer is caused by DNA damage, which can result from excess exposure to ultraviolet (UV) light. Having a previous occurrence of skin cancer or a close family member with the disease also puts you at risk for skin cancer. Other risk factors include having - a weak immune system - unusual moles or a large number of moles - white or light (fair)-colored skin, especially with freckles - blond or red hair or blue or green eyes - scars or burns on the skin, or skin diseases that make someone sensitive to the sun. a weak immune system unusual moles or a large number of moles white or light (fair)-colored skin, especially with freckles blond or red hair or blue or green eyes scars or burns on the skin, or skin diseases that make someone sensitive to the sun. In 2008 the National Cancer Institute developed a Melanoma Risk Tool which can help patients and their doctors determine their risk. The tool can be found at http://www.cancer.gov/melanomarisktool/.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
Who is at risk for Skin Cancer? ?,"The best way to reduce your skin cancer risk is to reduce your exposure to ultraviolet (UV) rays from the sun. To do this, you can avoid outdoor activities during midday, when the sun's rays are strongest, or wear protective clothing, such as a wide-brimmed hat, long-sleeved shirt, and pants. (Watch the video to learn more about how to protect your skin. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) Darker-colored clothing is more protective against the sun. A white t-shirt, for example, provides little resistance to ultraviolet (UV) rays, particularly if it gets wet. In addition, wearing sunglasses that wrap around the face or have large frames is a good way to shield the delicate skin around the eyes. When going outside, you should always wear sunscreen and lipscreen. Your sunscreen should have an SPF of at least 15. UV radiation can also come from sunlamps, tanning beds, or tanning booths. UV radiation is present even in cold weather or on a cloudy day. A person's risk of cancer is related to lifetime exposure to UV radiation.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What is (are) Skin Cancer ?,"SPF is a sun protection rating. The SPF of a sunscreen is a measure of the time it takes to produce a sunburn in a person wearing sunscreen compared to the time it takes to produce a sunburn in a person not wearing sunscreen. This varies from person to person, so be sure to reapply sunscreen every 2-3 hours.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
What are the symptoms of Skin Cancer ?,"Skin cancer is usually visible. Changes in your skin, such as lumps, scabs, red spots, rough patches, or new or irregular moles should be reported to your doctor. You should also see a doctor if you have a mole, birthmark, or other pigmented area of skin that can be classified by the ABCDE symptom system. ABCDE stands for Melanoma skin cancer is more difficult to treat, so it is important to check for signs and seek treatment as soon as possible. Use the following ABCDE rule to remember the symptoms of melanoma. See a doctor if you have a mole, birthmark, or other pigmented area of skin with A = Asymmetry. One half of the mole looks different than the other half. (top left image) B = Border. The edges are often ragged, notched, or blurred in outline. The pigment may spread into the surrounding skin. (top right image) C = Color. The mole is more than one color. Shades of black, brown, and tan may be present. Areas of white, gray, red, pink, or blue may also be seen.(bottom left image) D = Diameter.There is a change in size, usually an increase. Melanomas can be tiny, but most are larger than the size of a pea (larger than 6 millimeters or about 1/4 inch). (bottom right image) E = Evolving. The mole has changed over the past few weeks or months. Other symptoms of skin cancer include a bleeding mole or the appearance of more moles around the first one.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000063.xml
